Company,ProductName,TypeName,ScreenResolution,Cpu,Memory,Gpu,OpSys,Ram,Weight,Inches,Price_euros
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,4GB,2.1kg,15.6,867
Toshiba,Tecra Z40-C-12X,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,128GB SSD,Intel HD Graphics 520,Windows 10,4GB,1.47kg,14,1105
Toshiba,Tecra Z40-C-12Z,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.47kg,14,1490
Lenovo,ThinkPad L460,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.9kg,14,1072
Lenovo,ThinkPad X1,2 in 1 Convertible,IPS Panel Touchscreen 2560x1440,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.36kg,14,1637
Xiaomi,Mi Notebook,Ultrabook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Nvidia GeForce MX 940,Windows 10,8GB,1.28kg,13.3,935
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,IPS Panel Quad HD+ / Touchscreen / 3200x1800,Intel Core i5 - 6260 1.8GHz,256GB SSD,Intel HD Graphics 540,Windows 10,8GB,1.3kg,13.3,1199
Lenovo,Thinkpad T460p,Notebook,Full HD / 1920x1080,Intel Core i5 - 6300 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.8kg,14,1191
HP,Omen -,Gaming,IPS Panel Full HD / 1920x1080,Intel Core i5 - 6300 2.3GHz,1000GB HDD,Nvidia GeForce GTX 1060,Windows 10,8GB,3.35kg,17.3,1129
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,1366x768,Intel Core i5 - 6300 2.3GHz,1000GB HDD,Nvidia GeForce GTX M 950,No OS,4GB,2.45kg,15.6,579
Lenovo,Ideapad 700-15ISK,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 6300 2.3GHz,1000GB HDD,Nvidia GeForce GTX M 950,Windows 10,4GB,2.3kg,15.6,977
Lenovo,IdeaPad Y700-15ISK,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 6300 2.3GHz,1000GB HDD,Nvidia GeForce GTX M 960,Windows 10,8GB,2.6kg,15.6,789
HP,Omen 17-W006na,Gaming,IPS Panel Full HD / 1920x1080,Intel Core i5 - 6300 2.3GHz,1000GB HDD,Nvidia GeForce GTX M 965,Windows 10,8GB,2.75kg,17.3,1399
HP,EliteBook 840,Notebook,1366x768,Intel Core i5 - 6300 2.4GHz,256GB SSD,Intel HD Graphics 520,Windows 10,4GB,1.48kg,14,1099.99
HP,EliteBook 820,Ultrabook,1366x768,Intel Core i5 - 6300 2.4GHz,256GB SSD,Intel HD Graphics 520,Windows 7,8GB,1.26kg,12.5,1895
HP,Spectre Pro,2 in 1 Convertible,Full HD / Touchscreen / 1920x1080,Intel Core i5 - 6300 2.4GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.48kg,13.3,1629
Dell,Latitude E7270,Ultrabook,Full HD / Touchscreen / 1920x1080,Intel Core i5 - 6300 2.4GHz,256GB SSD,Intel HD Graphics 520,Windows 7,8GB,1.26kg,12.5,1713.37
Dell,Latitude E7470,Notebook,Full HD / 1920x1080,Intel Core i5 - 6300 2.4GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.56kg,14,1229
HP,EliteBook 850,Notebook,Full HD / 1920x1080,Intel Core i5 - 6300 2.4GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.84kg,15.6,1900
Toshiba,Portege Z30-C-16Z,Notebook,Full HD / 1920x1080,Intel Core i5 - 6300 2.4GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.2kg,13.3,1535
HP,EliteBook 850,Notebook,Full HD / 1920x1080,Intel Core i5 - 6300 2.4GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.84kg,15.6,2103.34
Dell,Latitude E5570,Notebook,Full HD / 1920x1080,Intel Core i5 - 6300 2.4GHz,500GB HDD,Intel HD Graphics 520,Windows 10,8GB,2.09kg,15.6,1046.44
Dell,Latitude E5570,Notebook,Full HD / 1920x1080,Intel Core i5 - 6300 2.4GHz,256GB SSD,Intel HD Graphics 520,Windows 7,8GB,2.09kg,15.6,1062.95
Dell,XPS 13,Ultrabook,Quad HD+ / Touchscreen / 3200x1800,Intel Core i5 - 6300 2.4GHz,256GB SSD,Intel HD Graphics 520,Linux,8GB,1.23kg,13.3,1099
Dell,Precision 3510,Workstation,Full HD / 1920x1080,Intel Core i5 - 6440 2.6GHz,500GB HDD,AMD FirePro 4190,Windows 10,8GB,2.23kg,15.6,1369
HP,ProBook 450,Notebook,1366x768,Intel Core i5 - 7200 2.50GHz,1000GB HDD,Nvidia GeForce MX 930,Windows 10,8GB,2.04kg,15.6,846.5
HP,ZBook 15u,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,500GB HDD,AMD FirePro 4190,Windows 10,8GB,1.9kg,15.6,1154
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,256GB SSD,AMD Radeon 520,Windows 10,8GB,1.91kg,15.6,618.99
HP,250 G6,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,500GB HDD,AMD Radeon 520,Windows 10,4GB,1.86kg,15.6,612.61
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,2TB HDD,AMD Radeon 520,Windows 10,6GB,2.71kg,17.3,699
Dell,Vostro 3568,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,1000GB HDD,AMD Radeon R5 420,Windows 10,4GB,2.18kg,15.6,684.99
Dell,Vostro 3568,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,128GB SSD,AMD Radeon R5 420,Linux,4GB,2.18kg,15.6,569
Dell,Vostro 3568,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,AMD Radeon R5 420,Windows 10,8GB,2.18kg,15.6,789.81
Dell,Inspiron 3567,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,500GB HDD,AMD Radeon R5 430,Windows 10,4GB,2.25kg,15.6,599
Dell,Inspiron 3567,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,AMD Radeon R5 430,Linux,4GB,2.3kg,15.6,598.9
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,AMD Radeon R5 430,Windows 10,8GB,1.90kg,15.6,817.95
Dell,Inspiron 3567,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,AMD Radeon R5 430,Windows 10,8GB,2.24kg,15.6,565
Dell,Inspiron 3567,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,AMD Radeon R5 430,Windows 10,4GB,2.3kg,15.6,639
Dell,Inspiron 3567,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,500GB HDD,AMD Radeon R5 430,Windows 10,4GB,2.3kg,15.6,585
Dell,Inspiron 5567,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,1000GB HDD,AMD Radeon R7 445,Linux,8GB,2.32kg,15.6,589.52
Dell,Inspiron 5567,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,1000GB HDD,AMD Radeon R7 445,Windows 10,8GB,2.36kg,15.6,638.99
Dell,Inspiron 5567,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,1000GB HDD,AMD Radeon R7 445,Windows 10,8GB,2.5kg,15.6,784
Dell,Inspiron 5567,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,AMD Radeon R7 445,Windows 10,8GB,2.36kg,15.6,638.8
Dell,Inspiron 5567,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,AMD Radeon R7 445,Windows 10,8GB,2.36kg,15.6,889
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,Full HD / Touchscreen / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,AMD Radeon R7 460,Windows 10,8GB,2.08kg,15.6,959
Dell,Latitude 7280,Ultrabook,Full HD / Touchscreen / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 400,Windows 10,8GB,1.36kg,12.5,1472.2
Dell,Inspiron 3567,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 400,Windows 10,4GB,2.25kg,15.6,559
Dell,Vostro 3568,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 520,Linux,4GB,2.18kg,15.6,521.86
Acer,Aspire ES1-572,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,500GB HDD,Intel HD Graphics 620,Linux,4GB,2.4kg,15.6,441.8
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,No OS,4GB,1.9kg,15.6,489.9
HP,250 G6,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,500GB HDD,Intel HD Graphics 620,No OS,4GB,1.86kg,15.6,393.9
HP,250 G5,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,500GB HDD,Intel HD Graphics 620,No OS,4GB,1.96kg,15.6,499
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.9kg,15.6,498
Toshiba,Satellite Pro,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows 10,8GB,2.0kg,15.6,793
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.91kg,15.6,589
Dell,Latitude 3580,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.95kg,15.6,810
Dell,Vostro 3568,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows 10,8GB,2.18kg,15.6,713.99
HP,250 G6,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,4GB,1.86kg,15.6,488.69
Acer,Aspire E5-575,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,6GB,2.23kg,15.6,549
Dell,Inspiron 3567,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,8GB,2.14kg,15.6,539.95
Fujitsu,Lifebook A557,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,8GB,2.2kg,15.6,739
Dell,Inspiron 3567,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,12GB,2.25kg,15.6,649
Dell,Vostro 3568,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.18kg,15.6,708.06
Asus,VivoBook Max,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,4GB,2kg,15.6,586.19
Lenovo,IdeaPad 320-15IKBN,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,2.2kg,15.6,597
Fujitsu,LifeBook A557,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,2.2kg,15.6,799
Dell,Latitude 5480,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.6kg,14,1126.71
Acer,Aspire 3,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,4GB,2.1kg,15.6,599
HP,ProBook 440,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.64kg,14,973
HP,ProBook 450,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,4GB,2.04kg,15.6,979
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.91kg,15.6,579
Lenovo,ThinkPad L470,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.02kg,14,990
Acer,Extensa EX2540-58KR,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.4kg,15.6,559
Lenovo,ThinkPad L570,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.38kg,15.6,1055
Acer,TravelMate P259-G2,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.23kg,15.6,619
Dell,Latitude 5580,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,1.9kg,15.6,825
HP,Probook 440,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,1.64kg,14,779
HP,ProBook 650,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.31kg,14,1189
HP,ProBook 640,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,1.95kg,14,1060
HP,ProBook 450,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.04kg,15.6,742
HP,250 G6,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,1.86kg,15.6,485
Dell,Latitude 5480,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,1.6kg,14,875
Toshiba,Tecra X40-D-10Z,Ultrabook,1366x768,Intel Core i5 - 7200 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.25kg,14,1090
HP,Elitebook 820,Ultrabook,1366x768,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.26kg,12.5,1559
Lenovo,IdeaPad 320-17IKB,Notebook,1600x900,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,No OS,8GB,2.8kg,17.3,539
Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,Full HD / Touchscreen / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,6GB,1.5kg,13.3,639.01
Dell,Latitude 5289,2 in 1 Convertible,Full HD / Touchscreen / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.34kg,12.5,1670
Lenovo,Flex 5,2 in 1 Convertible,Full HD / Touchscreen / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.7kg,14,999
HP,EliteBook x360,2 in 1 Convertible,Full HD / Touchscreen / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.28kg,13.3,2277
HP,EliteBook x360,2 in 1 Convertible,Full HD / Touchscreen / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.28kg,13.3,1700
HP,EliteBook x360,2 in 1 Convertible,Full HD / Touchscreen / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.28kg,13.3,1799
Dell,Inspiron 5378,2 in 1 Convertible,Full HD / Touchscreen / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.68kg,13.3,889
Dell,Vostro 5568,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,Linux,8GB,1.98kg,15.6,726
Asus,VivoBook Max,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Linux,4GB,2kg,15.6,559
Lenovo,IdeaPad 320-15IKBN,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,128GB SSD,Intel HD Graphics 620,No OS,4GB,2.2kg,15.6,468
Lenovo,IdeaPad 320-15IKBN,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,No OS,4GB,2.2kg,15.6,467
HP,250 G6,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,No OS,8GB,1.86kg,15.6,575
Lenovo,IdeaPad 320-15IKBN,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,No OS,8GB,2.2kg,15.6,549
Lenovo,IdeaPad 320-15IKBN,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,2TB HDD,Intel HD Graphics 620,No OS,8GB,2.2kg,15.6,519
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,128GB HDD,Intel HD Graphics 620,Windows 10,8GB,2.3kg,15.6,590
Dell,Latitude 5580,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.9kg,15.6,945
Toshiba,Portege X30-D-10X,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.05kg,13.3,1285
HP,Probook 640,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.95kg,14,1265
Lenovo,ThinkPad 13,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.44kg,13.3,881
Lenovo,Thinkpad T470,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,180GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.7kg,14,1364
Lenovo,V310-15ISK (i5-7200U/4GB/1TB/FHD/W10),Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,4GB,1.9kg,15.6,549
Dell,Vostro 3568,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.18kg,15.6,657
HP,250 G6,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,8GB,1.86kg,15.6,639
Asus,Pro P2540UA-AB51,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,8GB,2.37kg,15.6,749
Dell,Vostro 5568,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,8GB,2.18kg,15.6,836
Lenovo,IdeaPad 310-15IKB,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,6GB,2.4kg,15.6,564
Dell,Latitude 3580,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,8GB,2.06kg,15.6,955
HP,Probook 450,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,8GB,2.04kg,15.6,806
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.1kg,15.6,621.45
HP,250 G6,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.86kg,15.6,690
HP,250 G6,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.96kg,15.6,598.99
Dell,Vostro 5468,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.6kg,14,859
Lenovo,Ideapad 320-15IKBN,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,6GB,2.2kg,15.6,579
HP,ProBook 640,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.95kg,14,980
HP,Elitebook 850,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.84kg,15.6,1144
Asus,Zenbook UX410UA-GV027T,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,2kg,14,945
Lenovo,ThinkPad T470,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.65kg,14,1345
Lenovo,ThinkPad 13,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.44kg,13.3,949
Dell,Latitude 5580,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.9kg,15.6,1116.99
Lenovo,Thinkpad E570,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,2.3kg,15.6,830
Lenovo,IdeaPad 520s-14IKB,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.7kg,14,699
Dell,Vostro 5568,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,2.18kg,15.6,795
Asus,Pro P2540UA-XS51,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,2.37kg,15.6,1099
HP,ProBook 450,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,4GB,2.04kg,15.6,839
Toshiba,Portege X30-D-10V,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.05kg,13.3,1475
HP,Probook 430,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.49kg,13.3,960
HP,ProBook 640,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.95kg,14,1205
HP,Elitebook 840,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.48kg,14,1590
HP,ProBook 440,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.64kg,14,1010.51
Dell,Vostro 3568,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,2.18kg,15.6,750
Lenovo,ThinkPad E470,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,1.87kg,14,785
Asus,Zenbook 3,Ultrabook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.1kg,14,1135
Dell,XPS 13,Ultrabook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.29kg,13.3,1499
Samsung,Notebook 9,Ultrabook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,0.81kg,13.3,1499
Dell,Latitude 7480,Ultrabook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.36kg,14,1639
HP,EliteBook 820,Ultrabook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,1.26kg,12.5,1539
Lenovo,ThinkPad Yoga,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.37kg,13.3,1399
Asus,ZenBook Flip,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.27kg,13.3,928
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.3kg,13.3,1034
Dell,Inspiron 7378,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.6kg,13.3,1199
Dell,Inspiron 7579,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,2.191kg,15.6,999
Lenovo,ThinkPad Yoga,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 - 7200 2.5GHz,512GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.37kg,13.3,1825
Toshiba,Tecra X40-D-10G,Notebook,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.25kg,14,1535
